DataSet;BHID;Depth_From;Depth_To;SampleID;Au_ppm;Ag_ppm;Cu_ppm;Pb_ppm;Zn_ppm;Sampled_Date;Sample_Type;Batch_No
CHMine;569975;0.0000;1.0000;569975;0.9700;46.1000;;387.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;569975;1.0000;1.8000;569976;0.0400;5.1000;;-50.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;569975;1.8000;2.7000;569977;0.0600;9.6000;;54.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;569975;2.7000;3.6000;569978;0.4300;92.9000;;340.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;569975;3.6000;4.6000;569979;0.1800;18.7000;;-50.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;569975;4.6000;5.5000;569980;0.0150;1.0000;;-50.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;569983;0.0000;0.9000;569983;0.2700;67.3000;;455.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;569983;0.9000;1.8000;569984;0.0400;2.6000;;-50.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;569983;1.8000;2.6000;569985;0.0700;3.1000;;-50.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;569983;2.6000;3.6000;569986;0.0600;5.9000;;99.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;569983;3.6000;4.5000;569987;0.0600;6.4000;;161.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;569983;4.5000;5.5000;569988;0.0150;1.0000;;-50.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;569990;0.0000;0.8000;569990;0.0150;1.0000;;-50.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;569990;0.8000;1.7000;569991;0.0150;1.0000;;-50.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;569990;1.7000;2.7000;569992;0.0150;1.0000;;-50.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;569990;2.7000;3.7000;569993;0.0150;1.0000;;-50.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;569990;3.7000;4.6000;569994;0.1400;27.3000;;53.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;569990;4.6000;5.4000;569995;0.0150;1.0000;;-50.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;569996;0.0000;0.8000;569996;1.5700;365.0000;;501.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;569996;0.8000;1.7000;569997;0.7900;234.8000;;458.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;569996;1.7000;2.6000;569998;0.0900;16.3000;;77.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;569996;2.6000;3.4000;569999;0.2700;56.8000;;519.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;569996;3.4000;4.2000;570000;0.2300;64.7000;;232.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;569996;4.2000;5.0000;570001;0.6500;190.2000;;402.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570003;0.0000;0.8000;570003;3.4200;652.0000;;755.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570003;0.8000;1.6000;570004;1.6700;350.0000;;511.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570003;1.6000;2.4000;570005;0.6900;125.7000;;240.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570003;2.4000;3.3000;570006;0.1200;19.7000;;82.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570007;0.0000;0.9000;570007;0.0600;8.9000;;98.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570007;0.9000;1.7000;570008;0.2600;53.4000;;336.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570007;1.7000;2.6000;570009;0.1300;22.0000;;125.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570007;2.6000;3.4000;570010;1.4100;308.0000;;685.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570012;0.0000;1.0000;570012;0.1500;22.9000;;114.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570012;1.0000;1.9000;570013;1.3300;423.0000;;792.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570012;1.9000;2.9000;570014;0.7900;109.3000;;301.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570012;2.9000;3.9000;570015;0.7500;191.7000;;214.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570016;0.0000;0.5000;570016;2.2000;539.0000;;349.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570016;0.5000;1.3000;570017;0.5200;116.5000;;225.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570016;1.3000;2.1000;570018;0.3300;80.3000;;173.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570016;2.1000;3.1000;570019;1.2700;315.0000;;576.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570021;0.0000;0.9000;570021;0.0700;6.2000;;67.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570021;0.9000;1.7000;570022;0.6500;157.7000;;2485.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570021;1.7000;2.7000;570023;1.8200;293.0000;;1770.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570021;2.7000;3.6000;570024;2.0300;385.0000;;2502.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570021;3.6000;4.4000;570025;1.0800;230.7000;;2092.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570021;4.4000;5.2000;570026;2.4300;464.0000;;1493.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570028;0.0000;0.8000;570028;4.8500;765.0000;;3528.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570028;0.8000;1.5000;570029;1.2200;213.1000;;2594.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570028;1.5000;2.3000;570030;0.5300;109.7000;;4345.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570031;0.0000;0.8000;570031;0.0600;5.7000;;121.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570031;0.8000;1.7000;570032;0.0500;6.7000;;376.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570031;1.7000;2.5000;570033;0.2100;46.5000;;3228.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570035;0.0000;0.9000;570035;1.2600;222.2000;;886.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570035;0.9000;1.7000;570036;1.4700;268.6000;;663.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570035;1.7000;2.5000;570037;3.6500;683.0000;;3745.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570035;2.5000;3.4000;570038;3.9700;502.0000;;589.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570035;3.4000;4.3000;570039;7.0400;774.0000;;897.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570035;4.3000;5.1000;570040;5.7200;824.0000;;927.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570035;5.1000;5.9000;570041;2.1800;325.0000;;471.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570043;0.0000;0.6000;570043;0.6900;144.8000;;414.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570043;0.6000;1.4000;570044;1.0700;198.0000;;992.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570043;1.4000;2.3000;570045;3.0700;409.0000;;784.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570043;2.3000;3.1000;570046;6.6100;979.0000;;961.0000;;19/07/2019;CHANNEL;LQC19-1766
CHMine;570048;0.0000;0.9000;570048;4.3800;489.0000;;699.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570048;0.9000;1.7000;570049;0.2300;36.1000;;777.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570048;1.7000;2.5000;570050;0.0800;12.0000;;217.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570048;2.5000;3.3000;570051;2.7500;498.0000;;342.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570048;3.3000;4.3000;570052;0.5600;129.2000;;92.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570048;4.3000;5.3000;570053;1.1200;278.9000;;105.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570056;0.0000;1.0000;570056;0.0500;6.9000;;-50.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570056;1.0000;1.9000;570057;14.7900;1173.0000;;1437.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570056;1.9000;2.8000;570058;1.5100;173.5000;;395.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570056;2.8000;3.7000;570059;0.2500;52.5000;;539.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570056;3.7000;4.6000;570060;0.1600;37.0000;;70.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570056;4.6000;5.6000;570061;7.5300;1756.0000;;681.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570056;5.6000;6.6000;570062;0.1300;17.7000;;-50.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570064;0.0000;0.8000;570064;17.6900;3880.0000;;8638.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570064;0.8000;1.6000;570065;3.1200;425.0000;;1900.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570066;0.0000;0.8000;570066;0.3600;92.5000;;6113.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570066;0.8000;1.6000;570067;39.1000;8755.0000;;16196.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570066;1.6000;2.4000;570068;5.5000;880.0000;;1859.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570066;2.4000;3.2000;570069;0.5700;99.7000;;293.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570071;0.0000;0.8000;570071;0.3000;36.0000;;250.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570071;0.8000;1.7000;570072;0.4000;61.0000;;325.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570071;1.7000;2.5000;570073;2.8800;407.0000;;2588.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570071;2.5000;3.3000;570074;1.0700;173.6000;;648.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570071;3.3000;4.2000;570075;32.9200;4383.0000;;5737.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570071;4.2000;4.9000;570076;18.7600;3083.0000;;5986.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570071;4.9000;5.7000;570077;35.0600;4223.0000;;5178.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570071;5.7000;6.4000;570078;0.1200;23.9000;;-50.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570071;6.4000;7.2000;570079;0.1200;21.5000;;61.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570071;7.2000;7.9000;570080;0.0800;14.9000;;61.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570083;0.0000;0.8000;570083;1.1200;203.3000;;403.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570083;0.8000;1.7000;570084;0.2200;45.1000;;192.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570083;1.7000;2.5000;570085;0.1100;17.2000;;87.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570083;2.5000;3.3000;570086;0.0900;12.2000;;-50.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570083;3.3000;4.1000;570087;0.2800;58.3000;;127.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570083;4.1000;5.0000;570088;0.7500;174.1000;;332.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570083;5.0000;5.8000;570089;3.0500;719.0000;;879.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570083;5.8000;6.6000;570090;1.2700;252.5000;;313.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570083;6.6000;7.5000;570091;1.2400;248.2000;;317.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570093;0.0000;0.9000;570093;0.1200;16.1000;;111.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570093;0.9000;1.8000;570094;0.0900;11.3000;;92.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570093;1.8000;2.7000;570095;0.1800;36.3000;;219.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570093;2.7000;3.7000;570096;0.6600;166.8000;;223.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570093;3.7000;4.7000;570097;0.1900;34.9000;;60.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570093;4.7000;5.7000;570098;1.0500;237.7000;;173.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570093;5.7000;6.6000;570099;0.3200;69.5000;;142.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570100;0.0000;1.0000;570100;0.5400;84.1000;;327.0000;;20/07/2019;CHANNEL;LQC19-1772
CHMine;570102;0.0000;0.8000;570102;0.2900;49.9000;;1079.0000;;21/07/2019;CHANNEL;LQC19-1779
CHMine;570102;0.8000;1.6000;570103;0.1300;21.4000;;1221.0000;;21/07/2019;CHANNEL;LQC19-1779
CHMine;570102;1.6000;2.4000;570104;0.0400;2.8000;;84.0000;;21/07/2019;CHANNEL;LQC19-1779
CHMine;570102;2.4000;3.2000;570105;0.0500;2.7000;;66.0000;;21/07/2019;CHANNEL;LQC19-1779
CHMine;570102;3.2000;4.0000;570106;0.0500;2.9000;;-50.0000;;21/07/2019;CHANNEL;LQC19-1779
CHMine;570102;4.0000;4.8000;570107;0.0600;5.6000;;250.0000;;21/07/2019;CHANNEL;LQC19-1779
CHMine;570109;0.0000;1.0000;570109;0.0400;1.0000;;-50.0000;;21/07/2019;CHANNEL;LQC19-1779
CHMine;570109;1.0000;1.8000;570110;0.0150;1.0000;;-50.0000;;21/07/2019;CHANNEL;LQC19-1779
CHMine;570109;1.8000;2.6000;570111;0.0500;4.1000;;-50.0000;;21/07/2019;CHANNEL;LQC19-1779
CHMine;570109;2.6000;3.4000;570112;0.0900;17.9000;;-50.0000;;21/07/2019;CHANNEL;LQC19-1779
CHMine;570109;3.4000;4.2000;570113;3.3200;654.0000;;918.0000;;21/07/2019;CHANNEL;LQC19-1779
CHMine;570116;0.0000;0.9000;570116;1.1200;188.5000;;196.0000;;21/07/2019;CHANNEL;LQC19-1779
CHMine;570116;0.9000;1.8000;570117;0.9300;206.0000;;195.0000;;21/07/2019;CHANNEL;LQC19-1779
CHMine;570116;1.8000;2.6000;570118;0.4400;76.8000;;97.0000;;21/07/2019;CHANNEL;LQC19-1779
CHMine;570116;2.6000;3.6000;570119;1.9600;281.7000;;204.0000;;21/07/2019;CHANNEL;LQC19-1779
CHMine;570116;3.6000;4.5000;570120;1.0000;154.8000;;139.0000;;21/07/2019;CHANNEL;LQC19-1779
CHMine;570116;4.5000;5.5000;570121;1.7500;266.9000;;354.0000;;21/07/2019;CHANNEL;LQC19-1779
CHMine;570123;0.0000;0.8000;570123;11.9700;1392.0000;;788.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570123;0.8000;1.7000;570124;5.4500;596.0000;;248.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570123;1.7000;2.5000;570125;1.4600;197.9000;;191.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570123;2.5000;3.3000;570126;8.5600;949.0000;;1087.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570127;0.0000;0.8000;570127;15.0000;1344.0000;;969.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570127;0.8000;1.7000;570128;0.4300;54.2000;;731.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570127;1.7000;2.5000;570129;0.0500;5.8000;;-50.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570127;2.5000;3.4000;570130;0.4500;73.1000;;107.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570132;0.0000;0.9000;570132;14.1200;1231.0000;;1113.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570132;0.9000;1.8000;570133;0.7800;225.9000;;572.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570132;1.8000;2.6000;570134;6.5300;475.0000;;685.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570132;2.6000;3.4000;570135;0.8100;108.2000;;140.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570136;0.0000;1.0000;570136;0.1100;12.7000;;104.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570136;1.0000;1.9000;570137;0.8200;90.4000;;144.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570136;1.9000;2.8000;570138;0.0500;4.9000;;85.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570140;0.0000;0.9000;570140;0.0150;1.0000;;-50.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570140;0.9000;1.8000;570141;0.0150;1.0000;;-50.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570140;1.8000;2.7000;570142;0.0150;1.0000;;-50.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570140;2.7000;3.5000;570143;0.4400;54.4000;;54.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570140;3.5000;4.5000;570144;0.1600;49.1000;;103.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570146;0.0000;0.7000;570146;0.2800;39.4000;;66.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570146;0.7000;1.4000;570147;0.6900;116.3000;;150.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570146;1.4000;2.0000;570148;1.2700;223.2000;;325.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570146;2.0000;2.6000;570149;1.9000;347.0000;;741.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570146;2.6000;3.3000;570150;1.8900;385.0000;;721.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570146;3.3000;4.0000;570151;0.2700;40.7000;;212.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570146;4.0000;4.8000;570152;0.6900;116.1000;;534.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570146;4.8000;5.6000;570153;27.6100;3041.0000;;2914.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570146;5.6000;6.2000;570154;7.6700;1174.0000;;1996.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570156;0.0000;0.9000;570156;0.1000;15.1000;;-50.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570156;0.9000;1.7000;570157;0.1500;28.8000;;86.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570156;1.7000;2.6000;570158;0.1000;26.5000;;-50.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570156;2.6000;3.3000;570159;0.5300;98.3000;;480.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570156;3.3000;4.2000;570160;19.8200;3963.0000;;4096.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570156;4.2000;5.1000;570161;1.5500;297.2000;;703.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570156;5.1000;6.0000;570162;1.0300;142.8000;;338.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570156;6.0000;7.0000;570163;0.2100;28.1000;;139.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570165;0.0000;0.7000;570165;11.1300;1958.0000;;3953.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570165;0.7000;1.7000;570166;1.1600;283.4000;;763.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570165;1.7000;2.7000;570167;0.6700;95.9000;;302.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570165;2.7000;3.5000;570168;0.6900;122.6000;;358.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570165;3.5000;4.3000;570169;1.1200;175.4000;;658.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570165;4.3000;5.0000;570170;1.5500;197.9000;;627.0000;;22/07/2019;CHANNEL;LQC19-1790
CHMine;570173;0.0000;0.9000;570173;0.3800;58.8000;;161.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570173;0.9000;1.7000;570174;0.4400;68.6000;;354.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570173;1.7000;2.6000;570175;0.0900;8.6000;;381.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570173;2.6000;3.5000;570176;0.7900;220.9000;;253.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570173;3.5000;4.5000;570177;0.4900;129.5000;;99.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570178;0.0000;0.7000;570178;0.7600;207.1000;;92.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570178;0.7000;1.4000;570179;0.1900;38.4000;;-50.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570180;0.0000;1.0000;570180;0.8900;209.0000;;441.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570180;1.0000;1.9000;570181;0.2500;69.1000;;56.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570180;1.9000;2.8000;570182;21.5800;4713.0000;;6992.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570180;2.8000;3.8000;570183;0.1300;25.3000;;138.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570180;3.8000;4.6000;570184;0.0500;6.1000;;63.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570180;4.6000;5.4000;570185;0.0500;4.2000;;55.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570187;0.0000;0.9000;570187;0.1200;32.9000;;60.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570187;0.9000;1.9000;570188;0.0700;16.3000;;-50.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570187;1.9000;2.8000;570189;16.6300;5161.0000;;7711.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570187;2.8000;3.8000;570190;0.1100;19.8000;;159.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570187;3.8000;4.6000;570191;0.0150;3.2000;;-50.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570187;4.6000;5.4000;570192;0.0150;4.2000;;-50.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570193;0.0000;0.9000;570193;0.3900;105.8000;;372.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570193;0.9000;1.8000;570194;9.0300;2107.0000;;2296.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570193;1.8000;2.7000;570195;1.1800;289.9000;;898.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570193;2.7000;3.5000;570196;0.1800;32.4000;;511.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570193;3.5000;4.3000;570197;0.0150;3.4000;;77.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570193;4.3000;5.1000;570198;0.0150;2.5000;;-50.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570200;0.0000;0.7000;570200;0.8100;84.8000;;16119.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570200;0.7000;1.7000;570201;2.9600;335.0000;;2788.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570200;1.7000;2.7000;570202;0.2000;33.3000;;401.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570200;2.7000;3.7000;570203;0.0400;6.3000;;340.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570200;3.7000;4.7000;570204;3.6700;466.0000;;1865.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570200;4.7000;5.7000;570205;0.3100;28.2000;;1410.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570207;0.0000;1.0000;570207;0.4900;75.0000;;741.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570207;1.0000;2.0000;570208;0.0150;5.1000;;120.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570207;2.0000;3.0000;570209;0.0500;10.0000;;73.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570207;3.0000;4.0000;570210;0.0400;7.6000;;590.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570207;4.0000;5.0000;570211;0.4200;54.9000;;975.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570213;0.0000;0.9000;570213;0.1200;19.5000;;160.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570213;0.9000;1.8000;570214;0.1000;12.2000;;162.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570213;1.8000;2.7000;570215;0.2600;27.1000;;410.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570213;2.7000;3.6000;570216;10.9300;1795.0000;;3118.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570213;3.6000;4.4000;570217;9.1300;1382.0000;;2064.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570213;4.4000;5.4000;570218;0.0500;9.7000;;-50.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570213;5.4000;6.3000;570219;0.1200;23.5000;;112.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570213;6.3000;7.2000;570220;0.1400;1.0000;;-50.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570222;0.0000;1.0000;570222;38.8100;3024.0000;;7307.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570222;1.0000;2.0000;570223;3.2300;551.0000;;826.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570222;2.0000;3.0000;570224;2.6300;539.0000;;963.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570222;3.0000;4.0000;570225;0.6700;160.1000;;405.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570222;4.0000;5.0000;570226;1.2400;275.0000;;428.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570222;5.0000;5.9000;570227;7.4300;1100.0000;;931.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570222;5.9000;6.8000;570228;13.3100;1949.0000;;1995.0000;;23/07/2019;CHANNEL;LQC19-1799
CHMine;570230;0.0000;1.0000;570230;0.2300;51.2000;;269.0000;;24/07/2019;CHANNEL;LQC19-1806
CHMine;570230;1.0000;2.0000;570231;0.1100;18.6000;;105.0000;;24/07/2019;CHANNEL;LQC19-1806
CHMine;570230;2.0000;3.0000;570232;0.0400;1.0000;;-50.0000;;24/07/2019;CHANNEL;LQC19-1806
CHMine;570230;3.0000;4.0000;570233;0.2300;52.7000;;204.0000;;24/07/2019;CHANNEL;LQC19-1806
CHMine;570230;4.0000;5.0000;570234;0.1100;20.9000;;94.0000;;24/07/2019;CHANNEL;LQC19-1806
CHMine;570235;0.0000;1.0000;570235;0.2600;52.3000;;264.0000;;24/07/2019;CHANNEL;LQC19-1806
CHMine;570235;1.0000;2.0000;570236;0.0700;7.8000;;69.0000;;24/07/2019;CHANNEL;LQC19-1806
CHMine;570235;2.0000;3.0000;570237;0.1000;10.3000;;-50.0000;;24/07/2019;CHANNEL;LQC19-1806
CHMine;570235;3.0000;4.0000;570238;0.1700;33.6000;;136.0000;;24/07/2019;CHANNEL;LQC19-1806
CHMine;570235;4.0000;5.0000;570239;0.2900;63.2000;;410.0000;;24/07/2019;CHANNEL;LQC19-1806
