DataSet;BHID;Depth_From;Depth_To;SampleID;Au_ppm;Ag_ppm;Cu_ppm;Pb_ppm;Zn_ppm;Sampled_Date;Sample_Type;Batch_No
CHMine;560002;0.0000;0.8000;560002;1.2300;124.7000;;230.0000;;8/08/2019;CHANNEL;LQC19-1942
CHMine;560002;0.8000;1.6000;560003;0.0600;4.5000;;62.0000;;8/08/2019;CHANNEL;LQC19-1942
CHMine;560002;1.6000;2.4000;560004;0.1000;9.9000;;123.0000;;8/08/2019;CHANNEL;LQC19-1942
CHMine;560002;2.4000;3.2000;560005;1.9700;242.4000;;169.0000;;8/08/2019;CHANNEL;LQC19-1942
CHMine;560002;3.2000;4.0000;560006;0.3100;30.3000;;54.0000;;8/08/2019;CHANNEL;LQC19-1942
CHMine;560002;4.0000;4.7000;560007;0.5400;48.8000;;93.0000;;8/08/2019;CHANNEL;LQC19-1942
CHMine;560010;0.0000;0.9000;560010;0.0800;11.8000;;-50.0000;;8/08/2019;CHANNEL;LQC19-1942
CHMine;560010;0.9000;1.8000;560011;0.1300;6.4000;;-50.0000;;8/08/2019;CHANNEL;LQC19-1942
CHMine;560010;1.8000;2.7000;560012;0.0700;10.2000;;60.0000;;8/08/2019;CHANNEL;LQC19-1942
CHMine;560010;2.7000;3.6000;560013;0.0150;2.4000;;-50.0000;;8/08/2019;CHANNEL;LQC19-1942
CHMine;560010;3.6000;4.5000;560014;0.0150;2.7000;;72.0000;;8/08/2019;CHANNEL;LQC19-1942
CHMine;560010;4.5000;5.4000;560015;0.3800;81.7000;;488.0000;;8/08/2019;CHANNEL;LQC19-1942
CHMine;560010;5.4000;6.3000;560016;0.4500;43.1000;;190.0000;;8/08/2019;CHANNEL;LQC19-1942
CHMine;560018;0.0000;1.0000;560018;0.2000;38.7000;;455.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560018;1.0000;2.0000;560019;0.2100;39.3000;;481.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560018;2.0000;3.0000;560020;0.9300;183.6000;;398.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560018;3.0000;4.0000;560021;0.1900;48.9000;;325.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560018;4.0000;5.0000;560022;0.4600;100.2000;;165.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560023;0.0000;1.0000;560023;2.0500;394.0000;;196.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560023;1.0000;2.0000;560024;0.4400;72.3000;;71.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560023;2.0000;3.0000;560025;0.2400;29.6000;;54.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560023;3.0000;4.0000;560026;0.3400;70.0000;;87.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560023;4.0000;5.0000;560027;0.1000;22.7000;;-50.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560023;5.0000;6.0000;560028;0.5400;129.4000;;101.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560030;0.0000;0.9000;560030;0.0800;7.1000;;-50.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560030;0.9000;1.8000;560031;0.0800;8.8000;;71.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560030;1.8000;2.7000;560032;0.2200;44.7000;;68.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560030;2.7000;3.6000;560033;0.3700;62.3000;;110.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560030;3.6000;4.5000;560034;0.2000;34.0000;;85.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560036;0.0000;1.0000;560036;1.1100;141.3000;;112.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560036;1.0000;1.9000;560037;0.1000;13.1000;;93.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560036;1.9000;2.8000;560038;0.0150;3.2000;;71.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560036;2.8000;3.8000;560039;0.1900;20.1000;;381.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560036;3.8000;4.7000;560040;2.7700;435.0000;;10718.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560036;4.7000;5.7000;560041;0.0600;5.3000;;125.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560044;0.0000;0.9000;560044;1.8800;232.7000;;200.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560044;0.9000;1.9000;560045;1.7900;234.3000;;902.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560044;1.9000;2.8000;560046;0.6800;89.4000;;122.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560044;2.8000;3.7000;560047;7.7600;944.0000;;3833.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560044;3.7000;4.7000;560048;2.3000;485.0000;;18350.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560044;4.7000;5.5000;560049;5.6400;1171.0000;;57555.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560044;5.5000;6.4000;560050;4.6000;760.0000;;42046.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560053;0.0000;0.9000;560053;0.0400;5.0000;;135.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560053;0.9000;1.8000;560054;0.0150;1.0000;;162.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560053;1.8000;2.6000;560055;0.0150;1.0000;;72.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560053;2.6000;3.4000;560056;0.0600;11.0000;;102.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560053;3.4000;4.3000;560057;0.0800;10.0000;;82.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560053;4.3000;5.1000;560058;0.1000;3.3000;;112.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560059;0.0000;1.0000;560059;0.6700;137.0000;;687.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560059;1.0000;2.0000;560060;0.7500;132.1000;;422.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560059;2.0000;3.0000;560061;0.8500;175.0000;;372.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560059;3.0000;4.0000;560062;0.1200;17.3000;;118.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560064;0.0000;0.8000;560064;0.0700;8.8000;;527.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560064;0.8000;1.6000;560065;0.1500;6.9000;;203.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560064;1.6000;2.5000;560066;0.0600;11.2000;;60.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560064;2.5000;3.4000;560067;0.1600;17.5000;;190.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560064;3.4000;4.2000;560068;0.2200;76.7000;;750.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560064;4.2000;5.0000;560069;0.1800;8.4000;;796.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560071;0.0000;0.9000;560071;0.8000;179.9000;;247.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560071;0.9000;1.8000;560072;1.3100;321.0000;;392.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560071;1.8000;2.8000;560073;0.6300;131.9000;;159.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560071;2.8000;3.7000;560074;1.7600;369.0000;;424.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560071;3.7000;4.7000;560075;1.2200;254.4000;;351.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560071;4.7000;5.7000;560076;1.3700;281.0000;;450.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560071;5.7000;6.7000;560077;3.5000;606.0000;;415.0000;;9/08/2019;CHANNEL;LQC19-1990
CHMine;560080;0.0000;0.9000;560080;0.2300;38.1000;;619.0000;;10/08/2019;CHANNEL;LQC19-1993
CHMine;560080;0.9000;1.8000;560081;0.2800;37.6000;;128.0000;;10/08/2019;CHANNEL;LQC19-1993
CHMine;560080;1.8000;2.7000;560082;2.1900;417.0000;;543.0000;;10/08/2019;CHANNEL;LQC19-1993
CHMine;560080;2.7000;3.6000;560083;0.7900;161.0000;;653.0000;;10/08/2019;CHANNEL;LQC19-1993
CHMine;560080;3.6000;4.4000;560084;0.3600;62.9000;;171.0000;;10/08/2019;CHANNEL;LQC19-1993
CHMine;560080;4.4000;5.2000;560085;0.9800;170.5000;;1048.0000;;10/08/2019;CHANNEL;LQC19-1993
CHMine;560087;0.0000;0.5000;560087;0.0500;3.4000;;-50.0000;;11/08/2019;CHANNEL;LQC19-1994
CHMine;560087;0.5000;2.0000;560088;4.4500;616.0000;;1005.0000;;11/08/2019;CHANNEL;LQC19-1994
CHMine;560087;2.0000;2.8000;560089;0.1600;29.1000;;110.0000;;11/08/2019;CHANNEL;LQC19-1994
CHMine;560087;2.8000;3.7000;560090;0.3700;68.9000;;128.0000;;11/08/2019;CHANNEL;LQC19-1994
CHMine;560087;3.7000;4.5000;560091;0.0800;8.7000;;89.0000;;11/08/2019;CHANNEL;LQC19-1994
CHMine;560093;0.0000;0.8000;560093;0.1500;19.8000;;197.0000;;11/08/2019;CHANNEL;LQC19-1994
CHMine;560093;0.8000;1.7000;560094;0.0500;4.3000;;-50.0000;;11/08/2019;CHANNEL;LQC19-1994
CHMine;560093;1.7000;2.6000;560095;0.0150;1.0000;;111.0000;;11/08/2019;CHANNEL;LQC19-1994
CHMine;560093;2.6000;3.4000;560096;1.3600;161.8000;;169.0000;;11/08/2019;CHANNEL;LQC19-1994
CHMine;560093;3.4000;4.3000;560097;0.1200;10.4000;;55.0000;;11/08/2019;CHANNEL;LQC19-1994
CHMine;560093;4.3000;5.1000;560098;0.0150;1.0000;;64.0000;;11/08/2019;CHANNEL;LQC19-1994
CHMine;560093;5.1000;6.0000;560099;0.0500;7.9000;;77.0000;;11/08/2019;CHANNEL;LQC19-1994
CHMine;560101;0.0000;0.9000;560101;0.0600;10.9000;;-50.0000;;11/08/2019;CHANNEL;LQC19-1994
CHMine;560101;0.9000;1.7000;560102;0.2700;47.6000;;1176.0000;;11/08/2019;CHANNEL;LQC19-1994
CHMine;560101;1.7000;2.5000;560103;3.2500;780.0000;;839.0000;;11/08/2019;CHANNEL;LQC19-1994
CHMine;560101;2.5000;3.4000;560104;2.7900;703.0000;;856.0000;;11/08/2019;CHANNEL;LQC19-1994
CHMine;560101;3.4000;4.3000;560105;0.8400;201.2000;;350.0000;;11/08/2019;CHANNEL;LQC19-1994
CHMine;560101;4.3000;5.1000;560106;0.7200;120.9000;;158.0000;;11/08/2019;CHANNEL;LQC19-1994
CHMine;560101;5.1000;6.1000;560107;0.1500;21.6000;;53.0000;;11/08/2019;CHANNEL;LQC19-1994
CHMine;560109;0.0000;0.9000;560109;0.2700;36.1000;;327.0000;;11/08/2019;CHANNEL;LQC19-1994
CHMine;560109;0.9000;1.8000;560110;0.0700;9.6000;;-50.0000;;11/08/2019;CHANNEL;LQC19-1994
CHMine;560109;1.8000;2.6000;560111;0.6100;91.4000;;89.0000;;11/08/2019;CHANNEL;LQC19-1994
CHMine;560109;2.6000;3.3000;560112;0.1700;30.4000;;107.0000;;11/08/2019;CHANNEL;LQC19-1994
CHMine;560109;3.3000;4.2000;560113;0.1000;9.4000;;90.0000;;11/08/2019;CHANNEL;LQC19-1994
CHMine;560109;4.2000;5.1000;560114;0.1800;20.1000;;70.0000;;11/08/2019;CHANNEL;LQC19-1994
CHMine;560117;0.0000;0.9000;560117;0.1400;25.3000;;74.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560117;0.9000;1.7000;560118;0.1700;23.1000;;111.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560117;1.7000;2.5000;560119;0.4400;61.9000;;207.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560117;2.5000;3.4000;560120;0.0900;11.9000;;65.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560117;3.4000;4.4000;560121;0.2200;31.2000;;98.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560117;4.4000;5.4000;560122;0.1700;8.4000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560117;5.4000;6.2000;560123;0.0400;5.3000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560124;0.0000;0.9000;560124;0.1200;26.1000;;125.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560124;0.9000;1.8000;560125;0.4000;94.1000;;233.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560124;1.8000;2.6000;560126;0.0400;5.9000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560124;2.6000;3.4000;560127;0.4300;80.0000;;294.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560124;3.4000;4.3000;560128;0.2200;32.9000;;92.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560124;4.3000;5.1000;560129;0.0800;10.8000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560131;0.0000;1.0000;560131;0.0600;7.8000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560131;1.0000;2.0000;560132;0.2300;46.8000;;126.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560131;2.0000;3.0000;560133;0.0400;7.3000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560131;3.0000;4.0000;560134;0.1000;15.3000;;72.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560131;4.0000;5.0000;560135;0.0600;4.9000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560136;0.0000;0.9000;560136;0.1200;15.2000;;100.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560136;0.9000;1.8000;560137;0.2500;60.2000;;226.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560136;1.8000;2.6000;560138;0.1000;8.3000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560136;2.6000;3.4000;560139;0.2700;42.7000;;55.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560136;3.4000;4.3000;560140;0.0600;3.6000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560136;4.3000;5.2000;560141;0.0150;2.7000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560136;5.2000;6.0000;560142;0.0150;1.0000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560144;0.0000;0.8000;560144;0.1300;27.1000;;105.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560144;0.8000;1.6000;560145;0.0700;6.5000;;83.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560144;1.6000;2.5000;560146;0.0500;2.1000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560144;2.5000;3.4000;560147;0.2500;34.9000;;59.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560144;3.4000;4.3000;560148;0.0500;1.0000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560144;4.3000;5.1000;560149;0.0400;1.0000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560144;5.1000;6.0000;560150;0.0150;3.6000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560152;0.0000;0.8000;560152;0.0150;4.1000;;83.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560152;0.8000;1.6000;560153;2.2500;637.0000;;1893.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560152;1.6000;2.4000;560154;12.4600;2420.0000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560152;2.4000;3.2000;560155;2.8600;659.0000;;1840.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560152;3.2000;3.9000;560156;43.7900;5449.0000;;1875.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560157;0.0000;0.7000;560157;7.9900;1393.0000;;1750.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560157;0.7000;1.5000;560158;28.5600;3539.0000;;886.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560157;1.5000;2.2000;560159;13.0700;1252.0000;;716.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560162;0.0000;0.9000;560162;0.1200;19.2000;;1780.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560162;0.9000;1.7000;560163;1.2200;174.2000;;1738.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560162;1.7000;2.6000;560164;0.3200;38.6000;;1401.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560162;2.6000;3.6000;560165;0.0500;9.2000;;384.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560162;3.6000;4.6000;560166;0.3200;54.4000;;116.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560162;4.6000;5.6000;560167;0.3400;58.5000;;74.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560169;0.0000;0.9000;560169;0.0800;9.6000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560169;0.9000;1.8000;560170;0.0800;9.1000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560169;1.8000;2.7000;560171;0.0150;1.0000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560169;2.7000;3.6000;560172;0.0150;1.0000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560169;3.6000;4.5000;560173;0.0150;1.0000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560175;0.0000;1.0000;560175;0.0700;12.5000;;419.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560175;1.0000;1.6000;560176;0.2200;53.2000;;651.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560175;1.6000;2.2000;560177;0.1900;33.7000;;302.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560175;2.2000;3.1000;560178;0.0800;12.3000;;185.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560175;3.1000;3.9000;560179;0.2000;26.7000;;311.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560180;0.0000;0.7000;560180;0.4800;96.7000;;4924.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560182;0.0000;0.5000;560182;0.0400;5.7000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560182;0.5000;1.4000;560183;0.0150;3.5000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560182;1.4000;2.2000;560184;0.7600;164.9000;;932.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560182;2.2000;2.9000;560185;0.0400;5.2000;;172.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560182;2.9000;3.9000;560186;0.0600;6.5000;;448.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560189;0.0000;0.8000;560189;3.6700;921.0000;;824.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560189;0.8000;1.6000;560190;5.8400;1370.0000;;878.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560189;1.6000;2.4000;560191;3.4400;976.0000;;1245.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560189;2.4000;3.3000;560192;2.6300;549.0000;;420.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560189;3.3000;4.2000;560193;4.9400;964.0000;;692.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560189;4.2000;5.0000;560194;6.0400;958.0000;;854.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560189;5.0000;5.9000;560195;0.0400;6.9000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560198;0.0000;0.8000;560198;0.0900;15.6000;;82.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560198;0.8000;1.7000;560199;0.1100;14.7000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560198;1.7000;2.6000;560200;0.9300;239.2000;;419.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560198;2.6000;3.4000;560201;1.0600;202.6000;;210.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560198;3.4000;4.3000;560202;0.8200;182.6000;;188.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560198;4.3000;5.2000;560203;1.1900;227.9000;;205.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560198;5.2000;6.1000;560204;2.5600;435.0000;;408.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560198;6.1000;7.0000;560205;6.8800;1243.0000;;677.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560207;0.0000;0.9000;560207;0.4000;62.5000;;125.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560207;0.9000;1.7000;560208;0.0400;5.1000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560207;1.7000;2.4000;560209;0.0500;5.4000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560207;2.4000;3.3000;560210;0.0700;7.3000;;62.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560207;3.3000;4.1000;560211;0.0800;8.5000;;171.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560207;4.1000;4.9000;560212;0.1100;7.4000;;97.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560207;4.9000;5.7000;560213;0.3700;65.8000;;2589.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560215;0.0000;0.8000;560215;0.0600;6.5000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560215;0.8000;1.6000;560216;0.0150;1.0000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560215;1.6000;2.3000;560217;0.0500;5.6000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560215;2.3000;3.2000;560218;0.1100;14.0000;;77.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560215;3.2000;4.0000;560219;0.1100;12.5000;;305.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560215;4.0000;4.7000;560220;0.0600;24.4000;;83.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560215;4.7000;5.5000;560221;0.0700;9.5000;;133.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560224;0.0000;0.7000;560224;0.0150;7.7000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560224;0.7000;1.4000;560225;0.0150;1.0000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560224;1.4000;1.9000;560226;0.0150;1.0000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560224;1.9000;2.7000;560227;0.0150;3.3000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560229;0.0000;0.7000;560229;0.0150;2.7000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560229;0.7000;1.4000;560230;0.0150;2.4000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560229;1.4000;2.0000;560231;0.0150;2.9000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560229;2.0000;2.8000;560232;0.0150;5.4000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560229;2.8000;3.8000;560233;0.0150;2.1000;;54.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560229;3.8000;4.3000;560234;0.0150;2.9000;;-50.0000;;12/08/2019;CHANNEL;LQC19-2002
CHMine;560236;0.0000;0.9000;560236;0.1500;17.7000;;101.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560236;0.9000;1.9000;560237;0.0800;5.3000;;52.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560236;1.9000;2.9000;560238;0.1000;7.8000;;70.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560236;2.9000;3.8000;560239;0.0500;1.0000;;82.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560236;3.8000;4.7000;560240;0.0400;2.4000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560236;4.7000;5.5000;560241;0.0400;2.2000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560236;5.5000;6.4000;560242;0.0150;1.0000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560244;0.0000;1.0000;560244;0.0400;1.0000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560244;1.0000;1.9000;560245;0.6300;73.6000;;125.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560244;1.9000;2.8000;560246;0.2600;28.7000;;70.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560244;2.8000;3.8000;560247;0.4600;45.3000;;88.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560244;3.8000;4.6000;560248;0.4900;45.7000;;66.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560250;0.0000;0.8000;560250;0.1000;17.5000;;975.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560250;0.8000;1.6000;560251;0.0800;14.4000;;162.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560250;1.6000;2.4000;560252;0.0400;3.9000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560250;2.4000;3.2000;560253;0.0500;6.9000;;107.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560250;3.2000;4.0000;560254;0.0400;4.9000;;363.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560250;4.0000;4.8000;560255;0.0400;4.6000;;228.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560250;4.8000;5.6000;560256;0.1000;15.8000;;2094.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560258;0.0000;0.9000;560258;0.0400;3.6000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560258;0.9000;1.8000;560259;0.0700;3.1000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560258;1.8000;2.7000;560260;0.1300;4.4000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560258;2.7000;3.6000;560261;0.1300;8.4000;;58.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560258;3.6000;4.5000;560262;0.0600;3.3000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560258;4.5000;5.4000;560263;0.0800;5.5000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560258;5.4000;6.3000;560264;0.0400;3.6000;;130.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560258;6.3000;7.2000;560265;0.1000;14.3000;;467.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560267;0.0000;0.9000;560267;0.0700;3.6000;;-50.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560267;0.9000;1.8000;560268;1.1600;107.7000;;21013.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560267;1.8000;2.7000;560269;0.9000;158.6000;;16386.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560267;2.7000;3.6000;560270;0.1600;20.8000;;5325.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560267;3.6000;4.5000;560271;0.0400;4.9000;;109.0000;;13/08/2019;CHANNEL;LQC19-2019
CHMine;560267;4.5000;5.4000;560272;0.0400;5.2000;;141.0000;;13/08/2019;CHANNEL;LQC19-2019
